BPR1,BPR2,PR_HPC,PR_IPC,PR_LPC,TIT,TSCOR,TSF,TSFC,TSNoxR,SFC
0.1181,0.1181,3.924,3.178,2.991,1877,0.1023,498.1,33.1,0.06315,0.03973
0.03558,0.03558,2.073,1.897,1.853,1742,2.469,725.2,30.51,0.06315,0.03661
0.1181,0.1181,3.922,3.177,2.991,1877,0.1024,498.3,33.1,0.06314,0.03972
0.03564,0.03564,2.075,1.898,1.854,1742,2.461,725.2,30.51,0.06314,0.03661
0.118,0.118,3.921,3.176,2.99,1877,0.1026,498.5,33.09,0.06313,0.03971
0.0357,0.0357,2.076,1.899,1.854,1742,2.453,725.1,30.5,0.06313,0.0366
0.118,0.118,3.92,3.175,2.989,1877,0.1027,498.7,33.09,0.06312,0.0397
0.1179,0.1179,3.918,3.174,2.988,1877,0.1029,498.9,33.08,0.06312,0.03969
0.03576,0.03576,2.077,1.9,1.855,1742,2.446,725,30.5,0.06312,0.0366
0.1178,0.1178,3.917,3.173,2.987,1877,0.1031,499.1,33.07,0.06311,0.03969
0.03582,0.03582,2.079,1.901,1.856,1742,2.438,724.9,30.5,0.06311,0.0366
0.1178,0.1178,3.916,3.173,2.987,1877,0.1032,499.3,33.07,0.0631,0.03968
0.03587,0.03587,2.08,1.901,1.857,1742,2.43,724.8,30.5,0.0631,0.03659
0.1177,0.1177,3.915,3.172,2.986,1876,0.1034,499.5,33.06,0.06309,0.03967
0.03593,0.03593,2.081,1.902,1.858,1742,2.423,724.7,30.49,0.06309,0.03659
0.1177,0.1177,3.913,3.171,2.985,1876,0.1036,499.7,33.05,0.06308,0.03966
0.03599,0.03599,2.083,1.903,1.858,1743,2.415,724.6,30.49,0.06308,0.03659
0.1176,0.1176,3.912,3.17,2.984,1876,0.1037,499.9,33.05,0.06307,0.03966
0.03605,0.03605,2.084,1.904,1.859,1743,2.408,724.5,30.49,0.06307,0.03659
0.1176,0.1176,3.911,3.169,2.983,1876,0.1039,500.1,33.04,0.06306,0.03965
0.03611,0.03611,2.085,1.905,1.86,1743,2.4,724.4,30.49,0.06306,0.03658
0.1175,0.1175,3.909,3.168,2.983,1876,0.104,500.3,33.03,0.06305,0.03964
0.03616,0.03616,2.086,1.906,1.861,1743,2.393,724.4,30.48,0.06305,0.03658
0.1174,0.1174,3.908,3.167,2.982,1876,0.1042,500.5,33.03,0.06304,0.03963
0.03622,0.03622,2.088,1.907,1.862,1743,2.385,724.3,30.48,0.06304,0.03658
0.1174,0.1174,3.907,3.166,2.981,1876,0.1044,500.7,33.02,0.06303,0.03963
0.03628,0.03628,2.089,1.908,1.862,1743,2.378,724.2,30.48,0.06303,0.03657
0.1173,0.1173,3.905,3.165,2.98,1876,0.1045,500.9,33.02,0.06302,0.03962
0.03634,0.03634,2.09,1.909,1.863,1743,2.37,724.1,30.48,0.06302,0.03657
0.1173,0.1173,3.904,3.164,2.979,1876,0.1047,501.2,33.01,0.06301,0.03961
0.0364,0.0364,2.092,1.91,1.864,1743,2.363,724,30.47,0.06301,0.03657
0.1172,0.1172,3.903,3.164,2.979,1876,0.1049,501.4,33,0.063,0.0396
0.03645,0.03645,2.093,1.91,1.865,1743,2.355,723.9,30.47,0.063,0.03657
0.1171,0.1171,3.902,3.163,2.978,1876,0.105,501.6,33,0.06299,0.0396
0.03651,0.03651,2.094,1.911,1.866,1743,2.348,723.8,30.47,0.06299,0.03656
0.1171,0.1171,3.9,3.162,2.977,1875,0.1052,501.8,32.99,0.06298,0.03959
0.117,0.117,3.899,3.161,2.976,1875,0.1054,502,32.98,0.06298,0.03958
0.03657,0.03657,2.096,1.912,1.866,1744,2.341,723.7,30.47,0.06298,0.03656
0.117,0.117,3.898,3.16,2.975,1875,0.1055,502.2,32.98,0.06297,0.03957
0.03663,0.03663,2.097,1.913,1.867,1744,2.333,723.6,30.46,0.06297,0.03656
0.1169,0.1169,3.896,3.159,2.975,1875,0.1057,502.4,32.97,0.06296,0.03957
0.03669,0.03669,2.098,1.914,1.868,1744,2.326,723.5,30.46,0.06296,0.03655
0.1169,0.1169,3.895,3.158,2.974,1875,0.1059,502.6,32.96,0.06295,0.03956
0.03674,0.03674,2.099,1.915,1.869,1744,2.319,723.4,30.46,0.06295,0.03655
0.1168,0.1168,3.894,3.157,2.973,1875,0.106,502.8,32.96,0.06294,0.03955
0.0368,0.0368,2.101,1.916,1.87,1744,2.312,723.4,30.46,0.06294,0.03655
0.1167,0.1167,3.892,3.156,2.972,1875,0.1062,503,32.95,0.06293,0.03954
0.03686,0.03686,2.102,1.917,1.87,1744,2.305,723.3,30.45,0.06293,0.03654
0.1167,0.1167,3.891,3.155,2.971,1875,0.1064,503.2,32.95,0.06292,0.03954
0.03692,0.03692,2.103,1.918,1.871,1744,2.297,723.2,30.45,0.06292,0.03654
0.1166,0.1166,3.89,3.155,2.971,1875,0.1065,503.4,32.94,0.06291,0.03953
0.03698,0.03698,2.105,1.919,1.872,1744,2.29,723.1,30.45,0.06291,0.03654
0.1166,0.1166,3.889,3.154,2.97,1875,0.1067,503.6,32.93,0.0629,0.03952
0.03703,0.03703,2.106,1.919,1.873,1744,2.283,723,30.45,0.0629,0.03654
0.1165,0.1165,3.887,3.153,2.969,1874,0.1069,503.8,32.93,0.06289,0.03951
0.03709,0.03709,2.107,1.92,1.874,1744,2.276,722.9,30.44,0.06289,0.03653
0.1165,0.1165,3.886,3.152,2.968,1874,0.1071,504,32.92,0.06288,0.03951
0.03715,0.03715,2.109,1.921,1.874,1744,2.269,722.8,30.44,0.06288,0.03653
0.1164,0.1164,3.885,3.151,2.967,1874,0.1072,504.2,32.92,0.06287,0.0395
0.1163,0.1163,3.883,3.15,2.967,1874,0.1074,504.4,32.91,0.06287,0.03949
0.03721,0.03721,2.11,1.922,1.875,1745,2.262,722.7,30.44,0.06287,0.03653
0.03727,0.03727,2.111,1.923,1.876,1745,2.255,722.6,30.44,0.06287,0.03652
0.1163,0.1163,3.882,3.149,2.966,1874,0.1076,504.6,32.9,0.06286,0.03948
0.03732,0.03732,2.112,1.924,1.877,1745,2.248,722.5,30.44,0.06286,0.03652
0.1162,0.1162,3.881,3.148,2.965,1874,0.1077,504.8,32.9,0.06285,0.03948
0.03738,0.03738,2.114,1.925,1.878,1745,2.241,722.4,30.43,0.06285,0.03652
0.1162,0.1162,3.879,3.147,2.964,1874,0.1079,505,32.89,0.06284,0.03947
0.03744,0.03744,2.115,1.926,1.878,1745,2.234,722.3,30.43,0.06284,0.03652
0.1161,0.1161,3.878,3.146,2.963,1874,0.1081,505.2,32.88,0.06283,0.03946
0.0375,0.0375,2.116,1.927,1.879,1745,2.227,722.2,30.43,0.06283,0.03651
0.116,0.116,3.877,3.146,2.963,1874,0.1083,505.4,32.88,0.06282,0.03945
0.03756,0.03756,2.118,1.928,1.88,1745,2.22,722.2,30.43,0.06282,0.03651
0.116,0.116,3.876,3.145,2.962,1874,0.1084,505.6,32.87,0.06281,0.03945
0.03761,0.03761,2.119,1.928,1.881,1745,2.214,722.1,30.42,0.06281,0.03651
0.1159,0.1159,3.874,3.144,2.961,1874,0.1086,505.8,32.87,0.0628,0.03944
0.03767,0.03767,2.12,1.929,1.882,1745,2.207,722,30.42,0.0628,0.03651
0.1159,0.1159,3.873,3.143,2.96,1873,0.1088,506,32.86,0.06279,0.03943
0.1158,0.1158,3.872,3.142,2.959,1873,0.109,506.2,32.85,0.06279,0.03942
0.03773,0.03773,2.122,1.93,1.882,1745,2.2,721.9,30.42,0.06279,0.0365
0.1158,0.1158,3.87,3.141,2.959,1873,0.1091,506.4,32.85,0.06278,0.03942
0.03779,0.03779,2.123,1.931,1.883,1746,2.193,721.8,30.42,0.06278,0.0365
0.1157,0.1157,3.869,3.14,2.958,1873,0.1093,506.6,32.84,0.06277,0.03941
0.03785,0.03785,2.124,1.932,1.884,1746,2.186,721.7,30.41,0.06277,0.0365
0.1156,0.1156,3.868,3.139,2.957,1873,0.1095,506.8,32.84,0.06276,0.0394
0.0379,0.0379,2.125,1.933,1.885,1746,2.18,721.6,30.41,0.06276,0.03649
0.1156,0.1156,3.866,3.138,2.956,1873,0.1097,507,32.83,0.06275,0.0394
0.03796,0.03796,2.127,1.934,1.886,1746,2.173,721.5,30.41,0.06275,0.03649
0.1155,0.1155,3.865,3.137,2.955,1873,0.1098,507.2,32.82,0.06274,0.03939
0.03802,0.03802,2.128,1.935,1.886,1746,2.166,721.4,30.41,0.06274,0.03649
0.1155,0.1155,3.864,3.137,2.955,1873,0.11,507.4,32.82,0.06273,0.03938
0.03808,0.03808,2.129,1.936,1.887,1746,2.16,721.3,30.41,0.06273,0.03649
0.1153,0.1153,3.861,3.135,2.953,1873,0.1104,507.8,32.81,0.06272,0.03937
0.1154,0.1154,3.863,3.136,2.954,1873,0.1102,507.6,32.81,0.06272,0.03937
0.03814,0.03814,2.131,1.937,1.888,1746,2.153,721.2,30.4,0.06272,0.03648
0.1153,0.1153,3.86,3.134,2.952,1872,0.1105,508,32.8,0.06271,0.03936
0.03819,0.03819,2.132,1.937,1.889,1746,2.147,721.1,30.4,0.06271,0.03648
0.03825,0.03825,2.133,1.938,1.89,1746,2.14,721,30.4,0.06271,0.03648
0.1152,0.1152,3.859,3.133,2.951,1872,0.1107,508.2,32.79,0.0627,0.03935
0.03831,0.03831,2.135,1.939,1.89,1746,2.133,720.9,30.4,0.0627,0.03648
0.1152,0.1152,3.857,3.132,2.951,1872,0.1109,508.4,32.79,0.06269,0.03934
0.03837,0.03837,2.136,1.94,1.891,1746,2.127,720.8,30.39,0.06269,0.03647
0.1151,0.1151,3.856,3.131,2.95,1872,0.1111,508.6,32.78,0.06268,0.03934
0.03843,0.03843,2.137,1.941,1.892,1747,2.12,720.7,30.39,0.06268,0.03647
0.1151,0.1151,3.855,3.13,2.949,1872,0.1112,508.8,32.78,0.06267,0.03933
0.03848,0.03848,2.138,1.942,1.893,1747,2.114,720.6,30.39,0.06267,0.03647
0.115,0.115,3.853,3.129,2.948,1872,0.1114,509,32.77,0.06266,0.03932
0.03854,0.03854,2.14,1.943,1.894,1747,2.107,720.5,30.39,0.06266,0.03647
0.1149,0.1149,3.851,3.128,2.947,1872,0.1118,509.4,32.76,0.06265,0.03931
0.1149,0.1149,3.852,3.128,2.947,1872,0.1116,509.2,32.76,0.06265,0.03932
0.0386,0.0386,2.141,1.944,1.894,1747,2.101,720.4,30.39,0.06265,0.03646
0.1148,0.1148,3.85,3.127,2.946,1872,0.112,509.6,32.75,0.06264,0.0393
0.03866,0.03866,2.142,1.945,1.895,1747,2.095,720.3,30.38,0.06264,0.03646
0.1148,0.1148,3.848,3.126,2.945,1872,0.1121,509.8,32.75,0.06263,0.03929
0.03872,0.03872,2.144,1.946,1.896,1747,2.088,720.2,30.38,0.06263,0.03646
0.1147,0.1147,3.847,3.125,2.944,1872,0.1123,510,32.74,0.06262,0.03929
0.03877,0.03877,2.145,1.946,1.897,1747,2.082,720.1,30.38,0.06262,0.03646
0.1147,0.1147,3.846,3.124,2.943,1871,0.1125,510.2,32.73,0.06261,0.03928
0.03883,0.03883,2.146,1.947,1.898,1747,2.075,720,30.38,0.06261,0.03645
0.03889,0.03889,2.148,1.948,1.898,1747,2.069,720,30.38,0.06261,0.03645
0.1146,0.1146,3.844,3.123,2.943,1871,0.1127,510.4,32.73,0.0626,0.03927
0.03895,0.03895,2.149,1.949,1.899,1747,2.063,719.9,30.37,0.0626,0.03645
0.1145,0.1145,3.842,3.121,2.941,1871,0.1131,510.8,32.72,0.06259,0.03926
0.1145,0.1145,3.843,3.122,2.942,1871,0.1129,510.6,32.72,0.06259,0.03927
0.03901,0.03901,2.15,1.95,1.9,1748,2.057,719.8,30.37,0.06259,0.03645
0.1144,0.1144,3.84,3.12,2.94,1871,0.1132,511,32.71,0.06258,0.03925
0.03906,0.03906,2.151,1.951,1.901,1748,2.05,719.7,30.37,0.06258,0.03644
0.1144,0.1144,3.839,3.119,2.939,1871,0.1134,511.2,32.7,0.06257,0.03924
0.03912,0.03912,2.153,1.952,1.902,1748,2.044,719.6,30.37,0.06257,0.03644
0.1143,0.1143,3.838,3.119,2.939,1871,0.1136,511.4,32.7,0.06256,0.03924
0.03918,0.03918,2.154,1.953,1.902,1748,2.038,719.5,30.36,0.06256,0.03644
0.1142,0.1142,3.837,3.118,2.938,1871,0.1138,511.6,32.69,0.06255,0.03923
0.03924,0.03924,2.155,1.954,1.903,1748,2.032,719.4,30.36,0.06255,0.03644
0.1142,0.1142,3.835,3.117,2.937,1871,0.114,511.8,32.69,0.06254,0.03922
0.1141,0.1141,3.834,3.116,2.936,1871,0.1142,512,32.68,0.06254,0.03922
0.0393,0.0393,2.157,1.955,1.904,1748,2.026,719.3,30.36,0.06254,0.03643
0.1141,0.1141,3.833,3.115,2.935,1870,0.1143,512.2,32.67,0.06253,0.03921
0.03935,0.03935,2.158,1.955,1.905,1748,2.019,719.2,30.36,0.06253,0.03643
0.114,0.114,3.831,3.114,2.935,1870,0.1145,512.4,32.67,0.06252,0.0392
0.03941,0.03941,2.159,1.956,1.906,1748,2.013,719.1,30.36,0.06252,0.03643
0.03947,0.03947,2.161,1.957,1.906,1748,2.007,719,30.35,0.06252,0.03643
0.114,0.114,3.83,3.113,2.934,1870,0.1147,512.6,32.66,0.06251,0.0392
0.03953,0.03953,2.162,1.958,1.907,1748,2.001,718.9,30.35,0.06251,0.03642
0.1139,0.1139,3.829,3.112,2.933,1870,0.1149,512.8,32.66,0.0625,0.03919
0.03959,0.03959,2.163,1.959,1.908,1748,1.995,718.8,30.35,0.0625,0.03642
0.1138,0.1138,3.826,3.11,2.931,1870,0.1153,513.2,32.65,0.06249,0.03917
0.1138,0.1138,3.827,3.111,2.932,1870,0.1151,513,32.65,0.06249,0.03918
0.03964,0.03964,2.164,1.96,1.909,1749,1.989,718.7,30.35,0.06249,0.03642
0.1137,0.1137,3.825,3.11,2.931,1870,0.1155,513.4,32.64,0.06248,0.03917
0.0397,0.0397,2.166,1.961,1.91,1749,1.983,718.6,30.35,0.06248,0.03642
0.1137,0.1137,3.824,3.109,2.93,1870,0.1157,513.6,32.63,0.06247,0.03916
0.03976,0.03976,2.167,1.962,1.91,1749,1.977,718.5,30.34,0.06247,0.03641
0.1136,0.1136,3.822,3.108,2.929,1870,0.1158,513.8,32.63,0.06246,0.03915
0.03982,0.03982,2.168,1.963,1.911,1749,1.971,718.4,30.34,0.06246,0.03641
0.1136,0.1136,3.821,3.107,2.928,1870,0.116,514,32.62,0.06245,0.03915
0.03988,0.03988,2.17,1.964,1.912,1749,1.965,718.3,30.34,0.06245,0.03641
0.03993,0.03993,2.171,1.964,1.913,1749,1.959,718.2,30.34,0.06245,0.03641
0.1135,0.1135,3.82,3.106,2.927,1870,0.1162,514.2,32.62,0.06244,0.03914
0.1134,0.1134,3.818,3.105,2.927,1869,0.1164,514.4,32.61,0.06244,0.03913
0.03999,0.03999,2.172,1.965,1.914,1749,1.953,718.1,30.34,0.06244,0.0364
0.1134,0.1134,3.817,3.104,2.926,1869,0.1166,514.6,32.61,0.06243,0.03913
0.04005,0.04005,2.174,1.966,1.914,1749,1.948,718,30.33,0.06243,0.0364
0.1133,0.1133,3.816,3.103,2.925,1869,0.1168,514.8,32.6,0.06242,0.03912
0.04011,0.04011,2.175,1.967,1.915,1749,1.942,717.9,30.33,0.06242,0.0364
0.1133,0.1133,3.814,3.102,2.924,1869,0.117,515,32.59,0.06241,0.03911
0.04017,0.04017,2.176,1.968,1.916,1749,1.936,717.8,30.33,0.06241,0.0364
0.1132,0.1132,3.813,3.101,2.923,1869,0.1172,515.2,32.59,0.0624,0.03911
0.1131,0.1131,3.812,3.101,2.923,1869,0.1174,515.4,32.58,0.0624,0.0391
0.04022,0.04022,2.177,1.969,1.917,1750,1.93,717.7,30.33,0.0624,0.03639
0.1131,0.1131,3.811,3.1,2.922,1869,0.1176,515.6,32.58,0.06239,0.03909
0.04028,0.04028,2.179,1.97,1.918,1750,1.924,717.6,30.33,0.06239,0.03639
0.04034,0.04034,2.18,1.971,1.918,1750,1.918,717.5,30.33,0.06239,0.03639
0.113,0.113,3.809,3.099,2.921,1869,0.1178,515.8,32.57,0.06238,0.03909
0.0404,0.0404,2.181,1.972,1.919,1750,1.913,717.4,30.32,0.06238,0.03639
0.113,0.113,3.808,3.098,2.92,1869,0.1179,516,32.57,0.06237,0.03908
0.04046,0.04046,2.183,1.973,1.92,1750,1.907,717.3,30.32,0.06237,0.03639
0.1129,0.1129,3.807,3.097,2.919,1869,0.1181,516.2,32.56,0.06236,0.03907
0.1129,0.1129,3.805,3.096,2.919,1868,0.1183,516.4,32.55,0.06236,0.03906
0.04051,0.04051,2.184,1.973,1.921,1750,1.901,717.2,30.32,0.06236,0.03638
0.1128,0.1128,3.804,3.095,2.918,1868,0.1185,516.6,32.55,0.06235,0.03906
0.04057,0.04057,2.185,1.974,1.922,1750,1.896,717.1,30.32,0.06235,0.03638
0.1127,0.1127,3.803,3.094,2.917,1868,0.1187,516.8,32.54,0.06234,0.03905
0.04063,0.04063,2.187,1.975,1.922,1750,1.89,717,30.32,0.06234,0.03638
0.04069,0.04069,2.188,1.976,1.923,1750,1.884,716.9,30.31,0.06234,0.03638
0.1127,0.1127,3.801,3.093,2.916,1868,0.1189,517,32.54,0.06233,0.03904
0.04075,0.04075,2.189,1.977,1.924,1750,1.879,716.7,30.31,0.06233,0.03637
0.1126,0.1126,3.799,3.092,2.915,1868,0.1193,517.4,32.53,0.06232,0.03903
0.1126,0.1126,3.8,3.092,2.915,1868,0.1191,517.2,32.53,0.06232,0.03904
0.0408,0.0408,2.19,1.978,1.925,1750,1.873,716.6,30.31,0.06232,0.03637
0.1125,0.1125,3.798,3.091,2.914,1868,0.1195,517.6,32.52,0.06231,0.03902
0.04086,0.04086,2.192,1.979,1.926,1751,1.867,716.5,30.31,0.06231,0.03637
0.1124,0.1124,3.796,3.09,2.913,1868,0.1197,517.8,32.51,0.0623,0.03902
0.04092,0.04092,2.193,1.98,1.926,1751,1.862,716.4,30.31,0.0623,0.03637
0.1124,0.1124,3.795,3.089,2.912,1868,0.1199,518,32.51,0.06229,0.03901
0.04098,0.04098,2.194,1.981,1.927,1751,1.856,716.3,30.3,0.06229,0.03637
0.04104,0.04104,2.196,1.982,1.928,1751,1.851,716.2,30.3,0.06229,0.03636
0.1123,0.1123,3.792,3.087,2.911,1868,0.1203,518.4,32.5,0.06228,0.039
0.1123,0.1123,3.794,3.088,2.911,1868,0.1201,518.2,32.5,0.06228,0.039
0.04109,0.04109,2.197,1.982,1.929,1751,1.845,716.1,30.3,0.06228,0.03636
0.1122,0.1122,3.791,3.086,2.91,1867,0.1205,518.6,32.49,0.06227,0.03899
0.04115,0.04115,2.198,1.983,1.93,1751,1.84,716,30.3,0.06227,0.03636
0.1122,0.1122,3.79,3.085,2.909,1867,0.1207,518.8,32.49,0.06226,0.03898
0.04121,0.04121,2.2,1.984,1.93,1751,1.834,715.9,30.3,0.06226,0.03636
0.1121,0.1121,3.788,3.084,2.908,1867,0.1209,519,32.48,0.06225,0.03898
0.04127,0.04127,2.201,1.985,1.931,1751,1.829,715.8,30.3,0.06225,0.03635
0.112,0.112,3.787,3.083,2.907,1867,0.1211,519.2,32.48,0.06224,0.03897
0.112,0.112,3.786,3.083,2.907,1867,0.1213,519.4,32.47,0.06224,0.03896
0.04133,0.04133,2.202,1.986,1.932,1751,1.823,715.7,30.29,0.06224,0.03635
0.04138,0.04138,2.203,1.987,1.933,1751,1.818,715.6,30.29,0.06224,0.03635
0.1119,0.1119,3.785,3.082,2.906,1867,0.1215,519.6,32.46,0.06223,0.03896
0.04144,0.04144,2.205,1.988,1.934,1752,1.813,715.5,30.29,0.06223,0.03635
0.1119,0.1119,3.783,3.081,2.905,1867,0.1217,519.8,32.46,0.06222,0.03895
0.0415,0.0415,2.206,1.989,1.934,1752,1.807,715.4,30.29,0.06222,0.03635
0.1118,0.1118,3.781,3.079,2.903,1867,0.1221,520.2,32.45,0.06221,0.03894
0.1118,0.1118,3.782,3.08,2.904,1867,0.1219,520,32.45,0.06221,0.03894
0.04156,0.04156,2.207,1.99,1.935,1752,1.802,715.3,30.29,0.06221,0.03634
0.1117,0.1117,3.779,3.078,2.903,1867,0.1223,520.4,32.44,0.0622,0.03893
0.04162,0.04162,2.209,1.991,1.936,1752,1.797,715.2,30.28,0.0622,0.03634
0.1116,0.1116,3.778,3.077,2.902,1866,0.1225,520.6,32.44,0.06219,0.03892
0.04167,0.04167,2.21,1.991,1.937,1752,1.791,715.1,30.28,0.06219,0.03634
0.04173,0.04173,2.211,1.992,1.938,1752,1.786,715,30.28,0.06219,0.03634
0.1115,0.1115,3.775,3.075,2.9,1866,0.1229,521,32.43,0.06218,0.03891
0.1116,0.1116,3.777,3.076,2.901,1866,0.1227,520.8,32.43,0.06218,0.03892
0.04179,0.04179,2.213,1.993,1.938,1752,1.781,714.9,30.28,0.06218,0.03634
0.1115,0.1115,3.774,3.074,2.899,1866,0.1231,521.2,32.42,0.06217,0.0389
0.04185,0.04185,2.214,1.994,1.939,1752,1.775,714.8,30.28,0.06217,0.03633
0.1114,0.1114,3.773,3.074,2.899,1866,0.1233,521.3,32.42,0.06216,0.0389
0.04191,0.04191,2.215,1.995,1.94,1752,1.77,714.7,30.28,0.06216,0.03633
0.1113,0.1113,3.772,3.073,2.898,1866,0.1235,521.5,32.41,0.06215,0.03889
0.04196,0.04196,2.216,1.996,1.941,1752,1.765,714.6,30.27,0.06215,0.03633
0.04202,0.04202,2.218,1.997,1.942,1752,1.76,714.5,30.27,0.06215,0.03633
0.1112,0.1112,3.769,3.071,2.896,1866,0.1239,521.9,32.4,0.06214,0.03888
0.1113,0.1113,3.77,3.072,2.897,1866,0.1237,521.7,32.4,0.06214,0.03889
0.04208,0.04208,2.219,1.998,1.942,1753,1.754,714.3,30.27,0.06214,0.03633
0.1112,0.1112,3.768,3.07,2.895,1866,0.1241,522.1,32.39,0.06213,0.03887
0.04214,0.04214,2.22,1.999,1.943,1753,1.749,714.2,30.27,0.06213,0.03632
0.1111,0.1111,3.766,3.069,2.895,1866,0.1243,522.3,32.39,0.06212,0.03887
0.0422,0.0422,2.222,2,1.944,1753,1.744,714.1,30.27,0.06212,0.03632
0.111,0.111,3.764,3.067,2.893,1865,0.1248,522.7,32.38,0.06211,0.03885
0.1111,0.1111,3.765,3.068,2.894,1866,0.1245,522.5,32.38,0.06211,0.03886
0.04225,0.04225,2.223,2.001,1.945,1753,1.739,714,30.27,0.06211,0.03632
0.04231,0.04231,2.224,2.001,1.946,1753,1.734,713.9,30.26,0.06211,0.03632
0.1109,0.1109,3.762,3.066,2.892,1865,0.125,522.9,32.37,0.0621,0.03885
0.04237,0.04237,2.226,2.002,1.946,1753,1.729,713.8,30.26,0.0621,0.03632
0.1109,0.1109,3.761,3.065,2.891,1865,0.1252,523.1,32.37,0.06209,0.03884
0.04243,0.04243,2.227,2.003,1.947,1753,1.724,713.7,30.26,0.06209,0.03631
0.1108,0.1108,3.759,3.064,2.89,1865,0.1256,523.5,32.36,0.06208,0.03883
0.1108,0.1108,3.76,3.065,2.891,1865,0.1254,523.3,32.36,0.06208,0.03883
0.04249,0.04249,2.228,2.004,1.948,1753,1.719,713.6,30.26,0.06208,0.03631
0.04254,0.04254,2.229,2.005,1.949,1753,1.714,713.5,30.26,0.06208,0.03631
0.1107,0.1107,3.757,3.063,2.889,1865,0.1258,523.7,32.35,0.06207,0.03882
0.0426,0.0426,2.231,2.006,1.95,1753,1.709,713.4,30.26,0.06207,0.03631
0.1107,0.1107,3.756,3.062,2.888,1865,0.126,523.9,32.34,0.06206,0.03881
0.04266,0.04266,2.232,2.007,1.95,1753,1.704,713.3,30.25,0.06206,0.03631
0.1106,0.1106,3.755,3.061,2.887,1865,0.1262,524.1,32.34,0.06205,0.03881
0.1105,0.1105,3.753,3.06,2.887,1865,0.1264,524.3,32.33,0.06205,0.0388
0.04272,0.04272,2.233,2.008,1.951,1754,1.699,713.2,30.25,0.06205,0.0363
0.1105,0.1105,3.752,3.059,2.886,1865,0.1266,524.5,32.33,0.06204,0.03879
0.04278,0.04278,2.235,2.009,1.952,1754,1.694,713.1,30.25,0.06204,0.0363
0.04283,0.04283,2.236,2.01,1.953,1754,1.689,713,30.25,0.06204,0.0363
0.1104,0.1104,3.749,3.057,2.884,1864,0.1271,524.9,32.32,0.06203,0.03878
0.1104,0.1104,3.751,3.058,2.885,1864,0.1269,524.7,32.32,0.06203,0.03879
0.04289,0.04289,2.237,2.01,1.954,1754,1.684,712.8,30.25,0.06203,0.0363
0.1103,0.1103,3.748,3.056,2.883,1864,0.1273,525.1,32.31,0.06202,0.03878
0.04295,0.04295,2.239,2.011,1.954,1754,1.679,712.7,30.25,0.06202,0.0363
0.1102,0.1102,3.747,3.056,2.883,1864,0.1275,525.3,32.31,0.06201,0.03877
0.04301,0.04301,2.24,2.012,1.955,1754,1.674,712.6,30.24,0.06201,0.03629
0.04307,0.04307,2.241,2.013,1.956,1754,1.669,712.5,30.24,0.06201,0.03629
0.1101,0.1101,3.744,3.054,2.881,1864,0.1279,525.7,32.3,0.062,0.03876
0.1102,0.1102,3.746,3.055,2.882,1864,0.1277,525.5,32.3,0.062,0.03876
0.04312,0.04312,2.242,2.014,1.957,1754,1.664,712.4,30.24,0.062,0.03629
0.1101,0.1101,3.743,3.053,2.88,1864,0.1281,525.9,32.29,0.06199,0.03875
0.04318,0.04318,2.244,2.015,1.958,1754,1.659,712.3,30.24,0.06199,0.03629
0.11,0.11,3.742,3.052,2.879,1864,0.1284,526.1,32.29,0.06198,0.03874
0.04324,0.04324,2.245,2.016,1.958,1754,1.654,712.2,30.24,0.06198,0.03629
0.0433,0.0433,2.246,2.017,1.959,1755,1.65,712.1,30.24,0.06198,0.03628
0.1099,0.1099,3.739,3.05,2.878,1864,0.1288,526.5,32.28,0.06197,0.03873
0.11,0.11,3.74,3.051,2.879,1864,0.1286,526.3,32.28,0.06197,0.03874
0.04336,0.04336,2.248,2.018,1.96,1755,1.645,712,30.24,0.06197,0.03628
0.1098,0.1098,3.738,3.049,2.877,1864,0.129,526.7,32.27,0.06196,0.03872
0.04341,0.04341,2.249,2.019,1.961,1755,1.64,711.9,30.23,0.06196,0.03628
0.1098,0.1098,3.736,3.048,2.876,1863,0.1292,526.9,32.27,0.06195,0.03872
0.1097,0.1097,3.735,3.047,2.875,1863,0.1294,527.1,32.26,0.06195,0.03871
0.04347,0.04347,2.25,2.019,1.962,1755,1.635,711.8,30.23,0.06195,0.03628
0.1097,0.1097,3.734,3.047,2.875,1863,0.1297,527.3,32.25,0.06194,0.03871
0.04353,0.04353,2.252,2.02,1.962,1755,1.63,711.7,30.23,0.06194,0.03628
0.04359,0.04359,2.253,2.021,1.963,1755,1.626,711.5,30.23,0.06194,0.03628
0.1096,0.1096,3.733,3.046,2.874,1863,0.1299,527.5,32.25,0.06193,0.0387
0.04365,0.04365,2.254,2.022,1.964,1755,1.621,711.4,30.23,0.06193,0.03627
0.1095,0.1095,3.73,3.044,2.872,1863,0.1303,527.9,32.24,0.06192,0.03869
0.1095,0.1095,3.731,3.045,2.873,1863,0.1301,527.7,32.24,0.06192,0.03869
0.0437,0.0437,2.255,2.023,1.965,1755,1.616,711.3,30.23,0.06192,0.03627
0.1094,0.1094,3.729,3.043,2.871,1863,0.1305,528,32.23,0.06191,0.03868
0.04376,0.04376,2.257,2.024,1.966,1755,1.612,711.2,30.22,0.06191,0.03627
0.04382,0.04382,2.258,2.025,1.966,1755,1.607,711.1,30.22,0.06191,0.03627
0.1094,0.1094,3.727,3.042,2.871,1863,0.1307,528.2,32.23,0.0619,0.03867
0.1093,0.1093,3.726,3.041,2.87,1863,0.131,528.4,32.22,0.0619,0.03867
